F21H08.wav, neutral,neutral,angry,sad,happy 
M28A11.wav, sad,sad,neutral,happy,angry 
F07N06.wav, sad,sad,happy,neutral,angry 
M42A09.wav, sad,sad,neutral,angry,happy 
F10A09.wav, sad,sad,neutral,happy,angry 
M26N07.wav, sad,sad,neutral,angry,happy 
M46N10.wav, sad,sad,neutral,angry,happy 
M21N03.wav, neutral,neutral,angry,happy,sad 
F03H03.wav, neutral,neutral,sad,angry,happy 
M24A01.wav, sad,sad,happy,neutral,angry 
F24A65.wav, sad,sad,angry,neutral,happy 
M25A43.wav, sad,sad,angry,neutral,happy 
F01A16.wav, neutral,neutral,angry,sad,happy 
M43A10.wav, sad,sad,neutral,angry,happy 
M31N06.wav, angry,angry,sad,neutral,happy 
F02S13.wav, sad,sad,angry,happy,neutral 
M43N03.wav, happy,happy,neutral,sad,angry 
F22S12.wav, sad,sad,angry,happy,neutral 
M04N49.wav, sad,sad,neutral,angry,happy 
F05N47.wav, sad,sad,neutral,angry,happy 
M40N18.wav, sad,sad,neutral,angry,happy 
M43H02.wav, sad,sad,angry,neutral,happy 
F30H02.wav, sad,sad,neutral,angry,happy 
M28A18.wav, sad,sad,happy,neutral,angry 
M53A08.wav, happy,happy,sad,angry,neutral 
F30S06.wav, happy,happy,sad,neutral,angry 
F10A49.wav, happy,happy,angry,neutral,sad 
F24A22.wav, sad,sad,neutral,angry,happy 
M18S01.wav, sad,sad,neutral,angry,happy 
F24A63.wav, angry,angry,happy,neutral,sad 
M30N06.wav, neutral,neutral,angry,sad,happy 
M04N06.wav, sad,sad,angry,neutral,happy 
F12N13.wav, sad,sad,angry,neutral,happy 
M02A03.wav, sad,sad,neutral,happy,angry 
F21S20.wav, sad,sad,neutral,angry,happy 
M04N04.wav, sad,sad,angry,neutral,happy 
M29A15.wav, sad,sad,angry,happy,neutral 
F21H09.wav, sad,sad,angry,neutral,happy 
M03S03.wav, sad,sad,angry,happy,neutral 
M20A01.wav, sad,sad,happy,angry,neutral 
M40N15.wav, sad,sad,neutral,angry,happy 
F21A56.wav, sad,sad,neutral,angry,happy 
M44S03.wav, angry,angry,sad,neutral,happy 
F21S25.wav, neutral,neutral,angry,sad,happy 
F24A56.wav, happy,happy,angry,sad,neutral 
M53A03.wav, sad,sad,angry,happy,neutral 
M25A38.wav, happy,happy,sad,neutral,angry 
F23H01.wav, sad,sad,angry,happy,neutral 
M11N01.wav, sad,sad,neutral,angry,happy 
F24H03.wav, sad,sad,neutral,angry,happy 
F21S16.wav, happy,happy,angry,sad,neutral 
M22N13.wav, neutral,neutral,sad,happy,angry 
M05S09.wav, sad,sad,happy,neutral,angry 
F12N07.wav, sad,sad,happy,neutral,angry 
M02N07.wav, sad,sad,neutral,angry,happy 
M32S04.wav, angry,angry,happy,sad,neutral 
F09H03.wav, sad,sad,happy,neutral,angry 
M16A22.wav, sad,sad,neutral,happy,angry 
M06N03.wav, sad,sad,neutral,angry,happy 
M06N04.wav, happy,happy,angry,sad,neutral 
M12A27.wav, sad,sad,neutral,happy,angry 
M51S02.wav, sad,sad,happy,neutral,angry 
M31N09.wav, sad,sad,angry,neutral,happy 
M04H02.wav, sad,sad,neutral,angry,happy 
M15A03.wav, sad,sad,neutral,angry,happy 
M02N13.wav, happy,happy,sad,angry,neutral 
M25A10.wav, sad,sad,angry,happy,neutral 
F24A06.wav, sad,sad,angry,neutral,happy 
M12A68.wav, angry,angry,happy,neutral,sad 
F23S04.wav, sad,sad,neutral,angry,happy 
M40N27.wav, sad,sad,angry,neutral,happy 
M48A02.wav, neutral,neutral,happy,angry,sad 
M47A08.wav, sad,sad,neutral,angry,happy 
F30S11.wav, sad,sad,neutral,angry,happy 
M05N05.wav, angry,angry,neutral,happy,sad 
M25A11.wav, sad,sad,happy,neutral,angry 
M39H02.wav, neutral,neutral,angry,sad,happy 
M16A27.wav, sad,sad,neutral,angry,happy 
M20A04.wav, neutral,neutral,happy,angry,sad 
M09A02.wav, happy,happy,angry,neutral,sad 
M28A36.wav, sad,sad,angry,neutral,happy 
M30N07.wav, sad,sad,angry,neutral,happy 
F24N07.wav, happy,happy,angry,sad,neutral 
F22A05.wav, sad,sad,neutral,angry,happy 
M55A01.wav, happy,happy,sad,neutral,angry 
M25A42.wav, happy,happy,angry,sad,neutral 
M28A01.wav, sad,sad,angry,neutral,happy 
M25A17.wav, happy,happy,angry,neutral,sad 
M22H01.wav, sad,sad,happy,neutral,angry 
F12A09.wav, happy,happy,angry,neutral,sad 
F24A43.wav, happy,happy,sad,angry,neutral 
M03A41.wav, angry,angry,sad,neutral,happy 
F07A42.wav, happy,happy,sad,neutral,angry 
F07A07.wav, neutral,neutral,happy,sad,angry 
F17S02.wav, sad,sad,happy,neutral,angry 
M25N20.wav, neutral,neutral,angry,sad,happy 
F09N08.wav, angry,angry,happy,neutral,sad 
F13A22.wav, sad,sad,happy,neutral,angry 
M12A34.wav, happy,happy,sad,neutral,angry 
M03H01.wav, happy,happy,sad,neutral,angry 
F05N57.wav, sad,sad,neutral,angry,happy 
M46A02.wav, neutral,neutral,sad,happy,angry 
M18N10.wav, sad,sad,neutral,angry,happy 
F07A03.wav, sad,sad,neutral,angry,happy 
F23A09.wav, happy,happy,angry,neutral,sad 
M49N04.wav, sad,sad,angry,neutral,happy 
F11N05.wav, sad,sad,angry,neutral,happy 
M05N02.wav, happy,happy,angry,sad,neutral 
M26S02.wav, sad,sad,angry,happy,neutral 
F30A01.wav, sad,sad,neutral,happy,angry 
M25S04.wav, sad,sad,angry,neutral,happy 
F10A34.wav, sad,sad,angry,neutral,happy 
F01A04.wav, sad,sad,happy,neutral,angry 
M26A17.wav, angry,angry,happy,sad,neutral 
M12A10.wav, sad,sad,angry,happy,neutral 
F12N09.wav, sad,sad,neutral,happy,angry 
M05N14.wav, sad,sad,angry,happy,neutral 
F21A03.wav, sad,sad,happy,angry,neutral 
M38N02.wav, neutral,neutral,sad,happy,angry 
M37N05.wav, sad,sad,happy,neutral,angry 
F21A26.wav, sad,sad,neutral,angry,happy 
M12N62.wav, sad,sad,angry,neutral,happy 
F17S06.wav, sad,sad,angry,happy,neutral 
M25A59.wav, sad,sad,neutral,happy,angry 
M28A33.wav, neutral,neutral,sad,happy,angry 
F12A13.wav, sad,sad,angry,happy,neutral 
M12N22.wav, neutral,neutral,happy,angry,sad 
M09A24.wav, happy,happy,sad,angry,neutral 
M12N70.wav, sad,sad,neutral,angry,happy 
M28S01.wav, sad,sad,angry,happy,neutral 
M40A01.wav, happy,happy,sad,neutral,angry 
F23N06.wav, sad,sad,happy,neutral,angry 
M12N26.wav, neutral,neutral,angry,sad,happy 
M26A03.wav, happy,happy,angry,neutral,sad 
M53A18.wav, sad,sad,angry,happy,neutral 
M24N04.wav, sad,sad,neutral,angry,happy 
M12S02.wav, happy,happy,sad,neutral,angry 
F29N10.wav, neutral,neutral,sad,angry,happy 
F27N01.wav, sad,sad,neutral,happy,angry 
M05N13.wav, sad,sad,angry,neutral,happy 
M28N12.wav, sad,sad,neutral,happy,angry 
M25N06.wav, sad,sad,neutral,angry,happy 
M04N65.wav, sad,sad,neutral,angry,happy 
F23N11.wav, sad,sad,neutral,angry,happy 
F05N52.wav, sad,sad,neutral,angry,happy 
M16A30.wav, happy,happy,sad,neutral,angry 
M03N04.wav, neutral,neutral,sad,angry,happy 
M52S03.wav, sad,sad,angry,neutral,happy 
F28A13.wav, sad,sad,angry,neutral,happy 
M04N12.wav, sad,sad,neutral,angry,happy 
F09A09.wav, neutral,neutral,angry,happy,sad 
F21H13.wav, sad,sad,neutral,angry,happy 
M25A46.wav, happy,happy,sad,neutral,angry 
M12N49.wav, sad,sad,angry,neutral,happy 
F07S42.wav, sad,sad,angry,neutral,happy 
M12A04.wav, happy,happy,sad,angry,neutral 
M12N33.wav, happy,happy,neutral,sad,angry 
M12A28.wav, happy,happy,angry,neutral,sad 
M44H07.wav, happy,happy,neutral,sad,angry 
F07S37.wav, sad,sad,angry,neutral,happy 
F30A08.wav, sad,sad,neutral,angry,happy 
F21A28.wav, sad,sad,angry,neutral,happy 
F06H03.wav, happy,happy,angry,neutral,sad 
M12A45.wav, sad,sad,happy,neutral,angry 
F01A12.wav, sad,sad,angry,neutral,happy 
M04N78.wav, sad,sad,neutral,angry,happy 
F21A42.wav, happy,happy,angry,neutral,sad 
M47N25.wav, happy,happy,sad,neutral,angry 
M47A15.wav, sad,sad,neutral,angry,happy 
M02N09.wav, sad,sad,neutral,angry,happy 
M02A06.wav, happy,happy,angry,neutral,sad 
M28S03.wav, sad,sad,angry,happy,neutral 
M48A05.wav, neutral,neutral,sad,angry,happy 
F21A54.wav, angry,angry,neutral,sad,happy 
F21N20.wav, happy,happy,sad,neutral,angry 
F30N04.wav, sad,sad,neutral,happy,angry 
F10A01.wav, happy,happy,sad,neutral,angry 
M43A02.wav, happy,happy,angry,neutral,sad 
M47N10.wav, sad,sad,neutral,angry,happy 
M19N01.wav, angry,angry,neutral,sad,happy 
F07S38.wav, happy,happy,angry,sad,neutral 
M33A01.wav, happy,happy,sad,neutral,angry 
M27N33.wav, sad,sad,neutral,angry,happy 
F09S07.wav, angry,angry,sad,happy,neutral 
M12A70.wav, neutral,neutral,happy,angry,sad 
M31A02.wav, sad,sad,neutral,angry,happy 
M47N02.wav, happy,happy,sad,neutral,angry 
M27N30.wav, sad,sad,happy,angry,neutral 
F24A12.wav, angry,angry,happy,sad,neutral 
M29N01.wav, sad,sad,neutral,angry,happy 
M19A02.wav, sad,sad,neutral,angry,happy 
M02N12.wav, neutral,neutral,happy,sad,angry 
M28A10.wav, sad,sad,neutral,angry,happy 
F19N34.wav, angry,angry,neutral,sad,happy 
M12N10.wav, sad,sad,neutral,happy,angry 
M16A20.wav, happy,happy,angry,neutral,sad 
M40N23.wav, angry,angry,neutral,sad,happy 
M40N10.wav, happy,happy,angry,neutral,sad 
M34A08.wav, angry,angry,happy,neutral,sad 
F05N18.wav, sad,sad,angry,neutral,happy 
M02A05.wav, sad,sad,neutral,angry,happy 
M28S10.wav, neutral,neutral,angry,happy,sad 
F20N07.wav, sad,sad,angry,neutral,happy 
M52S01.wav, sad,sad,angry,neutral,happy 
F24H23.wav, neutral,neutral,sad,angry,happy 
M04N74.wav, sad,sad,neutral,angry,happy 
M38N03.wav, sad,sad,neutral,angry,happy 
F07A51.wav, sad,sad,happy,neutral,angry 
F05N08.wav, sad,sad,angry,neutral,happy 
M11N06.wav, sad,sad,neutral,angry,happy 
M28A42.wav, sad,sad,neutral,happy,angry 
M04A04.wav, happy,happy,angry,neutral,sad 
M12A40.wav, sad,sad,happy,angry,neutral 
M40N05.wav, sad,sad,neutral,happy,angry 
F07S40.wav, sad,sad,angry,neutral,happy 
F10A52.wav, sad,sad,happy,neutral,angry 
F31A09.wav, sad,sad,neutral,angry,happy 
M55N04.wav, sad,sad,neutral,angry,happy 
F11N03.wav, neutral,neutral,sad,angry,happy 
F21A49.wav, neutral,neutral,angry,happy,sad 
M40N11.wav, sad,sad,angry,happy,neutral 
F24A52.wav, sad,sad,angry,neutral,happy 
M25N03.wav, sad,sad,neutral,angry,happy 
M53A26.wav, angry,angry,neutral,sad,happy 
F07S28.wav, angry,angry,sad,neutral,happy 
M53N26.wav, neutral,neutral,angry,sad,happy 
M28N19.wav, neutral,neutral,angry,sad,happy 
M26A10.wav, sad,sad,angry,happy,neutral 
F21A24.wav, sad,sad,neutral,angry,happy 
F09S09.wav, neutral,neutral,happy,angry,sad 
M12N84.wav, neutral,neutral,angry,happy,sad 
M34H05.wav, happy,happy,neutral,sad,angry 
M40N20.wav, neutral,neutral,happy,sad,angry 
M12A21.wav, sad,sad,neutral,happy,angry 
F21S23.wav, sad,sad,happy,angry,neutral 
M12A56.wav, sad,sad,angry,happy,neutral 
M47N22.wav, happy,happy,neutral,angry,sad 
M40N22.wav, sad,sad,angry,neutral,happy 
M40N41.wav, sad,sad,angry,neutral,happy 
F22A03.wav, sad,sad,neutral,angry,happy 
M41A04.wav, sad,sad,neutral,happy,angry 
F03A02.wav, happy,happy,sad,neutral,angry 
M51N15.wav, sad,sad,neutral,angry,happy 
F31A04.wav, sad,sad,neutral,happy,angry 
M03A33.wav, sad,sad,angry,happy,neutral 
F13A07.wav, sad,sad,happy,angry,neutral 
M07N07.wav, happy,happy,sad,neutral,angry 
F07A48.wav, sad,sad,happy,neutral,angry 
M55N03.wav, happy,happy,sad,neutral,angry 
M42N01.wav, sad,sad,neutral,angry,happy 
M04N33.wav, sad,sad,neutral,angry,happy 
F21S41.wav, sad,sad,neutral,happy,angry 
M20N07.wav, sad,sad,neutral,angry,happy 
F19N01.wav, angry,angry,sad,neutral,happy 
M12A13.wav, sad,sad,neutral,happy,angry 
F07A31.wav, sad,sad,happy,neutral,angry 
M04N54.wav, sad,sad,neutral,angry,happy 
M04A12.wav, angry,angry,sad,neutral,happy 
F20H02.wav, sad,sad,angry,neutral,happy 
M08N08.wav, neutral,neutral,sad,happy,angry 
M03A28.wav, angry,angry,sad,neutral,happy 
M12S05.wav, sad,sad,neutral,happy,angry 
F05N49.wav, angry,angry,sad,neutral,happy 
M05N07.wav, happy,happy,angry,neutral,sad 
M03A06.wav, happy,happy,angry,neutral,sad 
M20H01.wav, sad,sad,happy,neutral,angry 
F21A38.wav, sad,sad,angry,neutral,happy 
F22H03.wav, angry,angry,sad,neutral,happy 
M53A22.wav, sad,sad,neutral,angry,happy 
F30H01.wav, sad,sad,neutral,angry,happy 
M47A05.wav, sad,sad,angry,happy,neutral 
M53A21.wav, neutral,neutral,angry,happy,sad 
F29N08.wav, neutral,neutral,angry,happy,sad 
M45A01.wav, neutral,neutral,sad,angry,happy 
M16A29.wav, sad,sad,neutral,happy,angry 
M12N30.wav, sad,sad,neutral,angry,happy 
M12A65.wav, happy,happy,neutral,sad,angry 
M02A26.wav, sad,sad,neutral,angry,happy 
M12A54.wav, sad,sad,neutral,happy,angry 
M53A28.wav, sad,sad,neutral,angry,happy 
F07N04.wav, happy,happy,angry,neutral,sad 
F17A02.wav, sad,sad,angry,neutral,happy 
F07S36.wav, sad,sad,neutral,happy,angry 
M20A06.wav, angry,angry,neutral,happy,sad 
F25A05.wav, sad,sad,neutral,angry,happy 
F21N19.wav, happy,happy,angry,neutral,sad 
F28A10.wav, sad,sad,neutral,angry,happy 
M50N01.wav, angry,angry,happy,neutral,sad 
F20H04.wav, sad,sad,neutral,angry,happy 
M25A54.wav, sad,sad,happy,angry,neutral 
F21A07.wav, angry,angry,neutral,happy,sad 
M12A50.wav, sad,sad,neutral,happy,angry 
M12N23.wav, sad,sad,neutral,angry,happy 
F21S13.wav, sad,sad,angry,neutral,happy 
F05S01.wav, neutral,neutral,happy,angry,sad 
F24A24.wav, sad,sad,neutral,angry,happy 
M22N09.wav, happy,happy,sad,angry,neutral 
M56N05.wav, sad,sad,neutral,angry,happy 
M27N08.wav, neutral,neutral,sad,angry,happy 
F04A09.wav, sad,sad,neutral,angry,happy 
M34A05.wav, happy,happy,angry,neutral,sad 
F24S15.wav, sad,sad,angry,happy,neutral 
F19S02.wav, sad,sad,angry,happy,neutral 
F24S05.wav, sad,sad,happy,angry,neutral 
M27N16.wav, sad,sad,neutral,angry,happy 
M42A06.wav, happy,happy,angry,neutral,sad 
M28S23.wav, happy,happy,angry,sad,neutral 
F28A23.wav, happy,happy,neutral,sad,angry 
F18S01.wav, neutral,neutral,angry,happy,sad 
F28S08.wav, neutral,neutral,angry,happy,sad 
M05N12.wav, sad,sad,angry,neutral,happy 
M05S11.wav, sad,sad,angry,neutral,happy 
F09S06.wav, sad,sad,neutral,angry,happy 
M43A17.wav, sad,sad,happy,neutral,angry 
M47A07.wav, happy,happy,angry,neutral,sad 
F21N17.wav, sad,sad,happy,neutral,angry 
F24S03.wav, sad,sad,angry,happy,neutral 
F21A55.wav, sad,sad,angry,neutral,happy 
M24A03.wav, happy,happy,sad,neutral,angry 
F28A24.wav, neutral,neutral,sad,angry,happy 
F24A60.wav, happy,happy,angry,sad,neutral 
F14H02.wav, happy,happy,angry,sad,neutral 
M18N08.wav, sad,sad,happy,neutral,angry 
M11H05.wav, sad,sad,neutral,angry,happy 
M12A31.wav, sad,sad,happy,neutral,angry 
M41N01.wav, angry,angry,sad,happy,neutral 
M41A05.wav, sad,sad,neutral,happy,angry 
M02A19.wav, sad,sad,neutral,angry,happy 
M26S06.wav, angry,angry,neutral,sad,happy 
M26A02.wav, neutral,neutral,sad,angry,happy 
M22N17.wav, sad,sad,happy,neutral,angry 
M28A32.wav, sad,sad,neutral,angry,happy 
M24N01.wav, sad,sad,happy,neutral,angry 
M27N34.wav, neutral,neutral,sad,angry,happy 
F24A16.wav, sad,sad,neutral,angry,happy 
M31N08.wav, sad,sad,angry,neutral,happy 
F19N25.wav, angry,angry,sad,happy,neutral 
F30A07.wav, sad,sad,happy,neutral,angry 
F21S12.wav, sad,sad,angry,happy,neutral 
F24H02.wav, sad,sad,angry,neutral,happy 
F28A07.wav, sad,sad,neutral,angry,happy 
F05N15.wav, sad,sad,angry,neutral,happy 
F10A53.wav, sad,sad,neutral,happy,angry 
M29N02.wav, sad,sad,neutral,angry,happy 
F07A01.wav, happy,happy,neutral,angry,sad 
F03N02.wav, sad,sad,neutral,angry,happy 
F31A08.wav, sad,sad,neutral,angry,happy 
M14N02.wav, sad,sad,neutral,angry,happy 
M28S08.wav, sad,sad,angry,happy,neutral 
F04A05.wav, angry,angry,happy,sad,neutral 
F20N04.wav, happy,happy,angry,neutral,sad 
F30N03.wav, happy,happy,angry,sad,neutral 
F29N06.wav, neutral,neutral,sad,angry,happy 
M12N69.wav, sad,sad,angry,neutral,happy 
M34A06.wav, angry,angry,happy,sad,neutral 
M02A25.wav, sad,sad,neutral,happy,angry 
M11H02.wav, happy,happy,angry,neutral,sad 
M22N24.wav, angry,angry,happy,sad,neutral 
M18N14.wav, sad,sad,angry,happy,neutral 
M40N35.wav, sad,sad,angry,neutral,happy 
M29A16.wav, neutral,neutral,sad,happy,angry 
F22A02.wav, neutral,neutral,happy,angry,sad 
M53A15.wav, happy,happy,angry,sad,neutral 
F05N24.wav, sad,sad,angry,neutral,happy 
M25A12.wav, happy,happy,sad,neutral,angry 
M12S07.wav, sad,sad,neutral,angry,happy 
F24A36.wav, happy,happy,angry,neutral,sad 
F21A34.wav, sad,sad,neutral,angry,happy 
M02N08.wav, neutral,neutral,sad,angry,happy 
M31N12.wav, sad,sad,neutral,angry,happy 
M46N05.wav, sad,sad,neutral,angry,happy 
M12N44.wav, sad,sad,angry,neutral,happy 
M28A21.wav, happy,happy,neutral,sad,angry 
F24A35.wav, sad,sad,angry,neutral,happy 
M16A10.wav, happy,happy,angry,neutral,sad 
M25S09.wav, neutral,neutral,angry,happy,sad 
M40N33.wav, happy,happy,angry,neutral,sad 
M28N18.wav, neutral,neutral,sad,happy,angry 
M25A60.wav, happy,happy,sad,neutral,angry 
F10A16.wav, happy,happy,neutral,sad,angry 
F07S45.wav, sad,sad,neutral,angry,happy 
M53A12.wav, sad,sad,angry,neutral,happy 
M27N36.wav, sad,sad,angry,neutral,happy 
F01A09.wav, happy,happy,neutral,sad,angry 
M25S08.wav, neutral,neutral,sad,angry,happy 
F21A39.wav, happy,happy,angry,sad,neutral 
M03A02.wav, happy,happy,angry,neutral,sad 
F13A24.wav, sad,sad,neutral,angry,happy 
F02S05.wav, neutral,neutral,angry,happy,sad 
F07A23.wav, sad,sad,angry,happy,neutral 
M03S09.wav, sad,sad,angry,neutral,happy 
F01H04.wav, neutral,neutral,angry,sad,happy 
F03H05.wav, sad,sad,neutral,angry,happy 
M56N01.wav, neutral,neutral,angry,sad,happy 
M12A11.wav, sad,sad,neutral,angry,happy 
F07A21.wav, sad,sad,happy,angry,neutral 
F13A14.wav, sad,sad,happy,neutral,angry 
F21A37.wav, sad,sad,angry,neutral,happy 
M02N19.wav, sad,sad,angry,neutral,happy 
M25H04.wav, sad,sad,neutral,angry,happy 
F20N09.wav, sad,sad,angry,neutral,happy 
M22N14.wav, sad,sad,happy,neutral,angry 
M32N02.wav, angry,angry,happy,sad,neutral 
M34H02.wav, happy,happy,angry,neutral,sad 
F21A33.wav, sad,sad,angry,neutral,happy 
M44N01.wav, sad,sad,neutral,angry,happy 
F01A15.wav, neutral,neutral,sad,angry,happy 
M44N04.wav, sad,sad,angry,neutral,happy 
F07A04.wav, happy,happy,angry,sad,neutral 
M47N17.wav, angry,angry,happy,sad,neutral 
F03S17.wav, angry,angry,happy,sad,neutral 
F22A04.wav, neutral,neutral,sad,happy,angry 
M04A09.wav, sad,sad,neutral,happy,angry 
F24H21.wav, happy,happy,sad,angry,neutral 
M09A09.wav, neutral,neutral,sad,happy,angry 
M40N48.wav, sad,sad,angry,neutral,happy 
M11H04.wav, sad,sad,angry,neutral,happy 
M27N09.wav, neutral,neutral,sad,angry,happy 
M12A06.wav, happy,happy,sad,neutral,angry 
M15A01.wav, happy,happy,neutral,sad,angry 
F09S01.wav, sad,sad,neutral,angry,happy 
M12S09.wav, neutral,neutral,happy,sad,angry 
M12A60.wav, happy,happy,sad,neutral,angry 
M03S15.wav, neutral,neutral,angry,happy,sad 
F17H01.wav, sad,sad,neutral,angry,happy 
M50A03.wav, sad,sad,angry,happy,neutral 
M16A19.wav, happy,happy,angry,neutral,sad 
F18A01.wav, sad,sad,angry,neutral,happy 
M40N31.wav, sad,sad,neutral,angry,happy 
M29A06.wav, sad,sad,angry,neutral,happy 
F28H01.wav, sad,sad,neutral,angry,happy 
F17S04.wav, neutral,neutral,sad,angry,happy 
F24S08.wav, happy,happy,sad,angry,neutral 
M54N03.wav, neutral,neutral,angry,sad,happy 
F12A10.wav, sad,sad,angry,neutral,happy 
M40N17.wav, sad,sad,angry,neutral,happy 
M51N01.wav, sad,sad,happy,neutral,angry 
F10A25.wav, sad,sad,neutral,happy,angry 
F21A01.wav, angry,angry,neutral,sad,happy 
F24A68.wav, sad,sad,angry,neutral,happy 
M51N17.wav, angry,angry,sad,happy,neutral 
F17S05.wav, sad,sad,neutral,angry,happy 
M55N05.wav, sad,sad,neutral,angry,happy 
M44N20.wav, sad,sad,neutral,angry,happy 
F03N04.wav, happy,happy,angry,neutral,sad 
M38N11.wav, happy,happy,neutral,sad,angry 
F12N04.wav, happy,happy,angry,sad,neutral 
F17S09.wav, sad,sad,angry,neutral,happy 
M16H07.wav, sad,sad,neutral,happy,angry 
F28A05.wav, sad,sad,neutral,angry,happy 
F26N01.wav, sad,sad,angry,neutral,happy 
F21N10.wav, angry,angry,neutral,sad,happy 
M22A01.wav, neutral,neutral,angry,sad,happy 
M04A07.wav, sad,sad,neutral,angry,happy 
M34H04.wav, happy,happy,angry,sad,neutral 
M53N21.wav, neutral,neutral,angry,happy,sad 
F09A04.wav, happy,happy,angry,neutral,sad 
F07S30.wav, sad,sad,neutral,happy,angry 
M12S12.wav, sad,sad,happy,neutral,angry 
F30S12.wav, sad,sad,neutral,happy,angry 
F01S10.wav, sad,sad,angry,neutral,happy 
F23H02.wav, sad,sad,angry,neutral,happy 
M03S21.wav, sad,sad,angry,neutral,happy 
F14N01.wav, happy,happy,angry,sad,neutral 
M04N45.wav, neutral,neutral,sad,angry,happy 
F05N39.wav, neutral,neutral,angry,sad,happy 
F17N01.wav, neutral,neutral,happy,angry,sad 
F30N06.wav, sad,sad,neutral,angry,happy 
M32H03.wav, neutral,neutral,angry,happy,sad 
F10A32.wav, sad,sad,happy,neutral,angry 
M45N01.wav, happy,happy,neutral,sad,angry 
M03A01.wav, happy,happy,angry,sad,neutral 
F23A04.wav, sad,sad,happy,neutral,angry 
F11N02.wav, sad,sad,neutral,angry,happy 
F24H25.wav, happy,happy,angry,neutral,sad 
M25A24.wav, sad,sad,neutral,happy,angry 
F10A26.wav, sad,sad,neutral,happy,angry 
F09A03.wav, angry,angry,sad,neutral,happy 
M25A37.wav, happy,happy,sad,angry,neutral 
F01N10.wav, happy,happy,angry,neutral,sad 
M28A19.wav, sad,sad,neutral,happy,angry 
F24S04.wav, sad,sad,angry,neutral,happy 
F21S17.wav, happy,happy,angry,sad,neutral 
F24S01.wav, angry,angry,neutral,sad,happy 
M45N05.wav, happy,happy,angry,neutral,sad 
F23A14.wav, happy,happy,angry,neutral,sad 
M12A43.wav, happy,happy,angry,neutral,sad 
M12A32.wav, happy,happy,sad,neutral,angry 
M35A01.wav, sad,sad,happy,neutral,angry 
M29A09.wav, happy,happy,angry,sad,neutral 
M07H01.wav, happy,happy,angry,neutral,sad 
M04S01.wav, neutral,neutral,sad,angry,happy 
M12N59.wav, sad,sad,angry,neutral,happy 
F13A18.wav, sad,sad,neutral,angry,happy 
M03A43.wav, sad,sad,angry,happy,neutral 
F14N08.wav, neutral,neutral,angry,happy,sad 
F24S16.wav, sad,sad,happy,neutral,angry 
F09N01.wav, angry,angry,happy,sad,neutral 
F07A52.wav, happy,happy,sad,neutral,angry 
M22N26.wav, neutral,neutral,sad,angry,happy 
M12N27.wav, happy,happy,neutral,sad,angry 
F28A19.wav, neutral,neutral,angry,sad,happy 
F01N01.wav, happy,happy,angry,neutral,sad 
M15A06.wav, sad,sad,happy,neutral,angry 
M53A17.wav, sad,sad,angry,neutral,happy 
M53S03.wav, sad,sad,angry,neutral,happy 
M26A01.wav, angry,angry,happy,neutral,sad 
M27N46.wav, sad,sad,neutral,angry,happy 
M34S05.wav, sad,sad,angry,happy,neutral 
M15A09.wav, sad,sad,happy,neutral,angry 
M18S02.wav, angry,angry,neutral,sad,happy 
M28A12.wav, sad,sad,angry,neutral,happy 
M04S06.wav, sad,sad,happy,neutral,angry 
M04H01.wav, happy,happy,sad,neutral,angry 
F23A13.wav, happy,happy,angry,sad,neutral 
M29N04.wav, sad,sad,happy,angry,neutral 
M37N07.wav, happy,happy,angry,sad,neutral 
M55A02.wav, sad,sad,happy,neutral,angry 
F28A06.wav, sad,sad,angry,neutral,happy 
F25N01.wav, sad,sad,neutral,happy,angry 
F11S04.wav, sad,sad,angry,neutral,happy 
M05S04.wav, sad,sad,angry,happy,neutral 
F07A09.wav, happy,happy,neutral,sad,angry 
F05N36.wav, angry,angry,neutral,sad,happy 
M20N05.wav, happy,happy,sad,angry,neutral 
F05N37.wav, sad,sad,angry,neutral,happy 
F31A07.wav, sad,sad,angry,neutral,happy 
F05N34.wav, neutral,neutral,angry,sad,happy 
M25A57.wav, sad,sad,happy,neutral,angry 
M25N17.wav, happy,happy,neutral,angry,sad 
M37N16.wav, happy,happy,neutral,sad,angry 
F19N36.wav, angry,angry,neutral,sad,happy 
F22H02.wav, neutral,neutral,happy,sad,angry 
F10A33.wav, sad,sad,angry,neutral,happy 
M03H02.wav, angry,angry,happy,neutral,sad 
F24A01.wav, sad,sad,neutral,angry,happy 
M26A29.wav, happy,happy,angry,neutral,sad 
M25N05.wav, neutral,neutral,angry,sad,happy 
M12A48.wav, sad,sad,happy,neutral,angry 
F28A14.wav, sad,sad,neutral,angry,happy 
F21A22.wav, happy,happy,angry,sad,neutral 
M43N04.wav, sad,sad,neutral,angry,happy 
F21S07.wav, happy,happy,sad,angry,neutral 
M37N11.wav, sad,sad,happy,neutral,angry 
M28A45.wav, happy,happy,angry,neutral,sad 
M16A16.wav, happy,happy,angry,sad,neutral 
M25A07.wav, sad,sad,happy,neutral,angry 
M25N01.wav, sad,sad,neutral,happy,angry 
F21S04.wav, happy,happy,angry,sad,neutral 
M48N08.wav, neutral,neutral,angry,sad,happy 
F01A05.wav, happy,happy,neutral,sad,angry 
M03S06.wav, sad,sad,angry,neutral,happy 
M28A43.wav, sad,sad,happy,neutral,angry 
M12N78.wav, sad,sad,neutral,angry,happy 
F21S26.wav, neutral,neutral,sad,angry,happy 
F07A08.wav, happy,happy,angry,neutral,sad 
